name	N	gender	type
Reiju	79		L
Remander	79		L
Rimpelä	79		L
Rotola-Pukkila	79		L
Rousi	79		L
Ruuhinen	79		L
Räkköläinen	79		L
Rönngård	79		L
Saarikallio	79		L
Samaletdin	79		L
Sani	79		L
Sjöblad	79		L
Sjösten	79		L
Stenback	79		L
Talola	79		L
Tarsa	79		L
Teerioja	79		L
Tenhu	79		L
Tila	79		L
Turppo	79		L
Tuupainen	79		L
Valjanen	79		L
Vanhatupa	79		L
Weeman	79		L
Vierola	79		L
Viilo	79		L
Vikberg	79		L
Väärämäki	79		L
Ylisiurua	79		L
Alajääskö	78		L
Ala-Nissilä	78		L
Alavesa	78		L
Bohm	78		L
Brofelt	78		L
Brännare	78		L
Ehrola	78		L
Ekbom	78		L
Ellä	78		L
Emet	78		L
Erikkilä	78		L
Eskonniemi	78		L
Farin	78		L
Hartvik	78		L
Heikari	78		L
Hemilä	78		L
Hesso	78		L
Hietava	78		L
Hirvisaari	78		L
Honkavuori	78		L
Huczkowski	78		L
Humala	78		L
Innilä	78		L
Jacobson	78		L
Jalomäki	78		L
Jelkänen	78		L
Juhela	78		L
Järvenranta	78		L
Jäälinoja	78		L
Kaaro	78		L
Kaijomaa	78		L
Kaistila	78		L
Kalervo	78		L
Kallijärvi	78		L
Kankaansyrjä	78		L
Kasi	78		L
Keino	78		L
Keturi	78		L
Kivilaakso	78		L
Knaapila	78		L
Kopisto	78		L
Kranni	78		L
Lampo	78		L
Lekander	78		L
Lemetti	78		L
Louhio	78		L
Löytömäki	78		L
Matintupa	78		L
Mattus	78		L
Myllyviita	78		L
Mäkiharju	78		L
Nuija	78		L
Ojatalo	78		L
Othman	78		L
Puukari	78		L
Päkki	78		L
Pöytäkangas	78		L
Rabb	78		L
Rajaharju	78		L
Rantamaula	78		L
Rekinen	78		L
Roble	78		L
Romsi	78		L
Rudnäs	78		L
Sammatti	78		L
Sheikh	78		L
Shnoro	78		L
Sigg	78		L
Siirtonen	78		L
Simuna	78		L
Sippel	78		L
Siuro	78		L
Styf	78		L
Sula	78		L
Suo	78		L
Teeriaho	78		L
Toljander	78		L
Vanha-aho	78		L
Vanhapelto	78		L
Varala	78		L
Westermarck	78		L
Viljaranta	78		L
Wu	78		L
Väntänen	78		L
Abukar	77		L
Alaraasakka	77		L
Angervo	77		L
Arnberg	77		L
Envall	77		L
Fabricius	77		L
Haapea	77		L
Hampinen	77		L
Heitto	77		L
Heliste	77		L
Hirttiö	77		L
Honkasaari	77		L
Huju	77		L
Huutola	77		L
Huutoniemi	77		L
Häkälä	77		L
Imeläinen	77		L
Iso-oja	77		L
Jordas	77		L
Jyrkkänen	77		L
Kaataja	77		L
Kalla	77		L
Kangastupa	77		L
Kankaansivu	77		L
Karstila	77		L
Kauvosaari	77		L
Kiesiläinen	77		L
Kilpelänaho	77		L
Kimonen	77		L
Klapuri	77		L
Koittola	77		L
Kouhi	77		L
Krannila	77		L
Kukila	77		L
Kåll	77		L
Kärri	77		L
Leppäkari	77		L
Liljelund	77		L
Lotila	77		L
Lustila	77		L
Lähdes	77		L
Lättilä	77		L
Mahonen	77		L
Norrby	77		L
Palsa	77		L
Peltosaari	77		L
Pesiö	77		L
Pihamaa	77		L
Pinoniemi	77		L
Portimo	77		L
Poti	77		L
Pottonen	77		L
Pöllönen	77		L
Ramu	77		L
Rantakoski	77		L
Rosenlew	77		L
Saarnisto	77		L
Savijärvi	77		L
Seiteri	77		L
Stirkkinen	77		L
Suleiman	77		L
Svahnström	77		L
Sysimetsä	77		L
Tallinen	77		L
Tenhola	77		L
Teränen	77		L
Toijala	77		L
Toukkari	77		L
Uddström	77		L
Vall	77		L
Vauramo	77		L
Weurlander	77		L
Vidlund	77		L
Vierto	77		L
Vuopio	77		L
Vuorikari	77		L
Wägar	77		L
Öljymäki	77		L
Aaltokoski	76		L
Airikkala	76		L
Akselin	76		L
Alamartimo	76		L
Alaraudanjoki	76		L
Asumaniemi	76		L
Berghem	76		L
Dietrich	76		L
Elmgren	76		L
Erkheikki	76		L
Fräntilä	76		L
Funck	76		L
Grankvist	76		L
Hakuni	76		L
Halli	76		L
Hammaren	76		L
Hillukkala	76		L
Hoppania	76		L
Huitti	76		L
Hurnanen	76		L
Hömppi	76		L
Iso-Koivisto	76		L
Jalas	76		L
Jartti	76		L
Jaurakkajärvi	76		L
Joutsela	76		L
Kaapu	76		L
Kaira	76		L
Kaitera	76		L
Kalajainen	76		L
Karanko	76		L
Kariluoma	76		L
Karjalahti	76		L
Kaunisharju	76		L
Keihänen	76		L
Kirkkala	76		L
Knihti	76		L
Korventausta	76		L
Kurunmäki	76		L
Kytöviita	76		L
Laihola	76		L
Lehtoaho	76		L
Leikkari	76		L
Leikola	76		L
Lepoaho	76		L
Leppäranta	76		L
Levonmaa	76		L
Matiskainen	76		L
Memonen	76		L
Messo	76		L
Möykkynen	76		L
Naasko	76		L
Nihti	76		L
Nikonen	76		L
Paakala	76		L
Paanala	76		L
Pahkakangas	76		L
Patrikka	76		L
Peltovuori	76		L
Ponkilainen	76		L
Purra	76		L
Päällysaho	76		L
Raiko	76		L
Reinola	76		L
Rotonen	76		L
Saarilehto	76		L
Salmenautio	76		L
Saren	76		L
Satamo	76		L
Saura	76		L
Scott	76		L
Simoska	76		L
Sinnemäki	76		L
Sjöqvist	76		L
Soranta	76		L
Spring	76		L
Suppula	76		L
Suur-Uski	76		L
Syrjäniemi	76		L
Theman	76		L
Thomander	76		L
Tiimonen	76		L
Tuomimäki	76		L
Turpeenoja	76		L
Turta	76		L
Vacker	76		L
Valtee	76		L
Ward	76		L
Widén	76		L
Viherlaakso	76		L
Abdirahman	75		L
Ahlö	75		L
Airisniemi	75		L
Ala-Lahti	75		L
Alamattila	75		L
Brask	75		L
Dunderfelt	75		L
Edström	75		L
Fonselius	75		L
Haapajärvi	75		L
Hagqvist	75		L
Hakio	75		L
Harsu	75		L
Hatinen	75		L
Haukilehto	75		L
Hede	75		L
Hiissa	75		L
Huilla	75		L
Hyvämäki	75		L
Iso-Heiniemi	75		L
Isohätälä	75		L
Janttonen	75		L
Juvankoski	75		L
Kaasila	75		L
Kalapudas	75		L
Kalasniemi	75		L
Karkia	75		L
Katara	75		L
Katz	75		L
Kenttämies	75		L
Kerokoski	75		L
Keskilä	75		L
Kitula	75		L
Kiviö	75		L
Klaavuniemi	75		L
Koffert	75		L
Kotivuori	75		L
Kuoppa-aho	75		L
Kurkaa	75		L
Kytökangas	75		L
Lamminparras	75		L
Lassenius	75		L
Liira	75		L
Lindfelt	75		L
Louhimo	75		L
Länsivuori	75		L
Majaneva	75		L
Majaranta	75		L
Mayer	75		L
Mäki-Leppilampi	75		L
Märijärvi	75		L
Nappari	75		L
Nevaranta	75		L
Ngo	75		L
Näppinen	75		L
Paasisalo	75		L
Patinen	75		L
Peräkorpi	75		L
Pohjamo	75		L
Puuperä	75		L
Pyykkinen	75		L
Rantavuori	75		L
Rautamäki	75		L
Rentto	75		L
Riiali	75		L
Rongas	75		L
Rovanperä	75		L
Ryöppy	75		L
Saramo	75		L
Sirkkala	75		L
Storfors	75		L
Survo	75		L
Säppi	75		L
Säynäjäaho	75		L
Tarpila	75		L
Telkkä	75		L
Tranberg	75		L
Tuomas	75		L
Tötterström	75		L
Upola	75		L
Uro	75		L
Vekka	75		L
Vesivalo	75		L
Wichmann	75		L
Viuhkonen	75		L
Vuorialho	75		L
Ylipekkala	75		L
Adan	74		L
Ahvensalmi	74		L
Ainola	74		L
Ala-Korpi	74		L
Antas	74		L
Bengts	74		L
Borgenström	74		L
Danielsbacka	74		L
Eeli	74		L
Ehrstedt	74		L
Forsgård	74		L
Gullans	74		L
Hakko	74		L
Havusela	74		L
Heinoja	74		L
Hernesmaa	74		L
Hästö	74		L
Jukuri	74		L
Junttanen	74		L
Juustila	74		L
Jämiä	74		L
Kairenius	74		L
Kangastalo	74		L
Kanniala	74		L
Kauniskangas	74		L
Korttinen	74		L
Kuivasmäki	74		L
Kuossari	74		L
Kupsala	74		L
Kyttä	74		L
Laahanen	74		L
Lehmusoksa	74		L
Leponen	74		L
Leveelahti	74		L
Levlin	74		L
Liesmäki	74		L
Lillvik	74		L
Lisko	74		L
Loven	74		L
Lähtinen	74		L
Mahdi	74		L
Majanmaa	74		L
Mast	74		L
Määränen	74		L
Mörönen	74		L
Niilekselä	74		L
Nikkarikoski	74		L
Ojainmaa	74		L
Osala	74		L
Paakko	74		L
Peltoranta	74		L
Phillips	74		L
Pilvinen	74		L
Qvickström	74		L
Rappu	74		L
Raulo	74		L
Risu	74		L
Rogers	74		L
Ruisniemi	74		L
Rundelin	74		L
Ryönänkoski	74		L
Råholm	74		L
Rämäkkö	74		L
Sandblom	74		L
Sigfrids	74		L
Sourander	74		L
Stöckell	74		L
Suomaa	74		L
Systä	74		L
Tamper	74		L
Teriö	74		L
Tiinus	74		L
Tikkunen	74		L
Tuttavainen	74		L
Tuuha	74		L
Tähkävuori	74		L
Uusinarkaus	74		L
Wahlstén	74		L
Valkeajärvi	74		L
Vengasaho	74		L
Wessberg	74		L
Vesterback	74		L
Vihiniemi	74		L
Wikblad	74		L
Vinnari	74		L
Virlander	74		L
Vähäniitty	74		L
Väliniemi	74		L
Väli-Torala	74		L
Ylimaunu	74		L
Ylimys	74		L
Alexandersson	73		L
Brisk	73		L
Brotherus	73		L
Burke	73		L
Dromberg	73		L
Edwards	73		L
Eld	73		L
Finskas	73		L
Gerlander	73		L
Grén	73		L
Hakovirta	73		L
Hanhirova	73		L
Harkko	73		L
Herold	73		L
Hiekkataipale	73		L
Hillman	73		L
Hinkkuri	73		L
Hodju	73		L
Holstila	73		L
Häyhänen	73		L
Ivaska	73		L
Jäsberg	73		L
Jönkkäri	73		L
Kajaus	73		L
Kalinen	73		L
Kantti	73		L
Karppila	73		L
Koivupalo	73		L
Korkeala	73		L
Korkeela	73		L
Kotikumpu	73		L
Källberg	73		L
Lagerstam	73		L
Leppäluoto	73		L
Levälampi	73		L
Liljegren	73		L
Liponen	73		L
Lojander	73		L
Lottanen	73		L
Långsjö	73		L
Långvik	73		L
Lärka	73		L
Maasilta	73		L
Mannfolk	73		L
Mattbäck	73		L
Meurman	73		L
Myllyperkiö	73		L
Mäki-Laurila	73		L
Nordell	73		L
Ojanne	73		L
Padatsu	73		L
Palva	73		L
Pelamo	73		L
Pesari	73		L
Pitsinki	73		L
Popov	73		L
Porras	73		L
Puronvarsi	73		L
Pusila	73		L
Pyhälahti	73		L
Raikaa	73		L
Rantalankila	73		L
Rapp	73		L
Rimppi	73		L
Ropanen	73		L
Ruokoniemi	73		L
Saarakkala	73		L
Schavikin	73		L
Siikamäki	73		L
Sisso	73		L
Sokkanen	73		L
Sotikov	73		L
Soutukorva	73		L
Sulkunen	73		L
Summa	73		L
Summala	73		L
Sunnarborg	73		L
Talvela	73		L
Telkkinen	73		L
Thölix	73		L
Tihula	73		L
Tuokila	73		L
Tuomioja	73		L
Turklin	73		L
Tuuna	73		L
Uggeldahl	73		L
Vahekoski	73		L
Wahl	73		L
Vahlberg	73		L
Vainioranta	73		L
Vallioniemi	73		L
Walther	73		L
Weck	73		L
Westersund	73		L
White	73		L
Wiander	73		L
Vieru	73		L
Viherlehto	73		L
Viteli	73		L
Wong	73		L
Ylänkö	73		L
Yläoutinen	73		L
Örling	73		L
Ainonen	72		L
Airila	72		L
Ala-Krekola	72		L
Ala-Mutka	72		L
Alavillamo	72		L
Anderssén	72		L
Arhippainen	72		L
Asell	72		L
Aspinen	72		L
Bertlin	72		L
Björknäs	72		L
Björs	72		L
Eirola	72		L
Elgbacka	72		L
Erikson	72		L
Hakasaari	72		L
Harjuntausta	72		L
Harle	72		L
Hattara	72		L
Hollström	72		L
Inkerö	72		L
Isohella	72		L
Jahkola	72		L
Jahn	72		L
Junkkila	72		L
Jussi	72		L
Kaartti	72		L
Kainiemi	72		L
Kaitaranta	72		L
Karimo	72		L
Kiminkinen	72		L
Kittelä	72		L
Klén	72		L
Kontra	72		L
Kuitula	72		L
Kummu	72		L
Kurunlahti	72		L
Kuusikoski	72		L
Lavonius	72		L
Lieto	72		L
Lindegren	72		L
Lågland	72		L
Malvela	72		L
Mattlar	72		L
Mehtäläinen	72		L
Meling	72		L
Mielty	72		L
Mukala	72		L
Naaralainen	72		L
Niemensivu	72		L
Nissinaho	72		L
Nybondas	72		L
Onninen	72		L
Orelma	72		L
Paassilta	72		L
Pajunpää	72		L
Pallaspuro	72		L
Pekari	72		L
Pipinen	72		L
Purtonen	72		L
Pylkki	72		L
Raevuori	72		L
Riento	72		L
Ruohtula	72		L
Saarento	72		L
Saarnia	72		L
Sairiala	72		L
Salmenkivi	72		L
Sandroos	72		L
Savin	72		L
Schütt	72		L
Sekki	72		L
Seuri	72		L
Siltaniemi	72		L
Sotka	72		L
Spoof	72		L
Stigzelius	72		L
Suolanen	72		L
Suontaka	72		L
Suoperä	72		L
Tapiovaara	72		L
Teeri	72		L
Toroska	72		L
Tuomanen	72		L
Tyllinen	72		L
Uola	72		L
Valio	72		L
Waltzer	72		L
Vanhatapio	72		L
Veija	72		L
Venetjoki	72		L
Wentjärvi	72		L
Vesimäki	72		L
von Bell	72		L
Vuolo	72		L
Vuorentausta	72		L
Ylkänen	72		L
Aikala	71		L
Alhonmäki	71		L
Altti	71		L
Björnvik	71		L
Boberg	71		L
Bränn	71		L
Clark	71		L
Collander	71		L
Dahlstedt	71		L
Enkenberg	71		L
Envik	71		L
Eschner	71		L
Finnbäck	71		L
Galkin	71		L
Gill	71		L
Gorski	71		L
Granath	71		L
Haliseva	71		L
Harmonen	71		L
Haukioja	71		L
Heikurainen	71		L
Heinämaa	71		L
Hevosmaa	71		L
Hoffström	71		L
Holster	71		L
Huhta-aho	71		L
Hultin	71		L
Hyypiö	71		L
Hyökyvaara	71		L
Häärä	71		L
Ilén	71		L
Jänönen	71		L
Järviniemi	71		L
Karra	71		L
Kiiltomäki	71		L
Korkeaoja	71		L
Korttila	71		L
Kumpuvaara	71		L
Köppä	71		L
Lahdenkauppi	71		L
Lahtivirta	71		L
Lamminniemi	71		L
Liikola	71		L
Liukas	71		L
Lompolo	71		L
Lonkainen	71		L
Lonnakko	71		L
Lähteenlahti	71		L
Mannil	71		L
Melasniemi	71		L
Mitchell	71		L
Mohell	71		L
Muhammad	71		L
Mukari	71		L
Murtomaa	71		L
Myrttinen	71		L
Männynsalo	71		L
Neiglick	71		L
Niekka	71		L
Nikunlassi	71		L
Njie	71		L
Nybergh	71		L
Ojapelto	71		L
Pakaslahti	71		L
Palmio	71		L
Pensas	71		L
Perasto	71		L
Piekäinen	71		L
Pihlgren	71		L
Pikkupeura	71		L
Ponkkonen	71		L
Porthan	71		L
Rantakeisu	71		L
Rasinperä	71		L
Reen	71		L
Rekunen	71		L
Ridell	71		L
Rääpysjärvi	71		L
Salmenaho	71		L
Salmia	71		L
Salopuro	71		L
Sarell	71		L
Sarvikas	71		L
Schadewitz	71		L
Sinokki	71		L
Sohlo	71		L
Soukkio	71		L
Sovijärvi	71		L
Strömbäck	71		L
Sundin	71		L
Suvanne	71		L
Taatila	71		L
Tapala	71		L
Therman	71		L
Tiiri	71		L
Tiisala	71		L
Tinkanen	71		L
Tjäder	71		L
Torstensson	71		L
Tryyki	71		L
Tuiskunen	71		L
Tuppi	71		L
Turppa	71		L
Vallgren	71		L
Wartiainen	71		L
Viertonen	71		L
Wiss	71		L
Vähälummukka	71		L
Vähätupa	71		L
Ylijääskö	71		L
Ylimaa	71		L
Ylä-Rautio	71		L
Ahomaa	70		L
Aittala	70		L
Alatyppö	70		L
Alavahtola	70		L
Anttikoski	70		L
Appelqvist	70		L
Backa	70		L
Berndtsson	70		L
Burtsov	70		L
Byholm	70		L
Börman	70		L
Böös	70		L
Calonius	70		L
Duncker	70		L
Edlund	70		L
Ehrlund	70		L
Elgland	70		L
Enegren	70		L
Fontell	70		L
Forsbäck	70		L
Fredrikson	70		L
Fröjdö	70		L
Halkilahti	70		L
Hallbäck	70		L
Hangasluoma	70		L
Hanhikangas	70		L
Hashi	70		L
Heikelä	70		L
Hentonen	70		L
Hietarinne	70		L
Hirvenoja	70		L
Hopsu	70		L
Hultman	70		L
Hummastenniemi	70		L
Huuho	70		L
Ihaksi	70		L
Jokipalo	70		L
Jyrä	70		L
Kaisamatti	70		L
Kalm	70		L
Kanth	70		L
Karimaa	70		L
Kastelli	70		L
Keljo	70		L
Khalil	70		L
Klemm	70		L
Knif	70		L
Koistinaho	70		L
Kortesaari	70		L
Kottari	70		L
Kuustie	70		L
Kyckling	70		L
Kyttänen	70		L
Lambert	70		L
Lanteri	70		L
Lasaroff	70		L
Lauriala	70		L
Lerkki	70		L
Liljamo	70		L
Lumpus	70		L
Luuppala	70		L
Lökström	70		L
Mahmood	70		L
Malk	70		L
Manerus	70		L
Mannerkoski	70		L
Marku	70		L
Matinolli	70		L
Mattas	70		L
Meier	70		L
Mollgren	70		L
Mäentaka	70		L
Nenola	70		L
Orkola	70		L
Palvanen	70		L
Pantzar	70		L
Peisa	70		L
Pelimanni	70		L
Pelkkikangas	70		L
Pilto	70		L
Pohjasniemi	70		L
Polus	70		L
Porsanger	70		L
Pöljö	70		L
Rehunen	70		L
Riitamo	70		L
Rislakki	70		L
Roppo	70		L
Ruusala	70		L
Sahinoja	70		L
Salmivirta	70		L
Sauso	70		L
Savallampi	70		L
Saxholm	70		L
Sireeni	70		L
Sorvala	70		L
Sucksdorff	70		L
Sumelius	70		L
Sumell	70		L
Suurpää	70		L
Suvila	70		L
Svenns	70		L
Syvänne	70		L
Taavettila	70		L
Thilman	70		L
Tiitu	70		L
Tuuttila	70		L
Unga	70		L
Valorinta	70		L
Vest	70		L
Vik	70		L
Ylikännö	70		L
Yliportimo	70		L
Ylä-Soininmäki	70		L
Aintila	69		L
Ala-Uotila	69		L
Baggström	69		L
Baumgartner	69		L
Bell	69		L
Bloigu	69		L
Broms	69		L
Damén	69		L
Ekmark	69		L
Faarinen	69		L
Fagerstedt	69		L
Fiskaali	69		L
Flythström	69		L
Hahtonen	69		L
Harris	69		L
Heponiemi	69		L
Hilakari	69		L
Huhtalo	69		L
Hård	69		L
Höstman	69		L
Imppola	69		L
Jackson	69		L
Jefremoff	69		L
Kaarla	69		L
Kanko	69		L
Kellosalo	69		L
Klaavu	69		L
Klubb	69		L
Kontiokorpi	69		L
Koppelo	69		L
Kraemer	69		L
Kraufvelin	69		L
Kristiansson	69		L
Kuirinlahti	69		L
Kylväjä	69		L
Lahnakoski	69		L
Lappinen	69		L
Lemmelä	69		L
Leppilahti	69		L
Levelä	69		L
Leviäkangas	69		L
Lottonen	69		L
Lähetkangas	69		L
Länsikallio	69		L
Marjo	69		L
Matinen	69		L
Mattero	69		L
Muikkula	69		L
Murro	69		L
Mykkälä	69		L
Mäkkylä	69		L
Narkilahti	69		L
Narva	69		L
Niemenpää	69		L
Nyby	69		L
Perhonen	69		L
Polat	69		L
Polviander	69		L
Portman	69		L
Prihti	69		L
Puhjo	69		L
Päivänurmi	69		L
Pönkänen	69		L
Raistakka	69		L
Ray	69		L
Riitijoki	69		L
Rockas	69		L
Rothberg	69		L
Sahakangas	69		L
Saikanmäki	69		L
Sirvio	69		L
Spelman	69		L
Storås	69		L
Surkka	69		L
Talasniemi	69		L
Tallavaara	69		L
Talman	69		L
Tamminiemi	69		L
Valmunen	69		L
Vehniä	69		L
Wiren	69		L
Vuopala	69		L
Yliniva	69		L
Abdulkadir	68		L
Ahtikari	68		L
Ala-Fossi	68		L
Arenius	68		L
Arkkila	68		L
Brenner	68		L
Bulut	68		L
Byström	68		L
Dahlvik	68		L
Davies	68		L
Ellfolk	68		L
Forselius	68		L
Forssén	68		L
Gunnar	68		L
Harhala	68		L
Hetta	68		L
Hotta	68		L
Höysniemi	68		L
Joutsenvirta	68		L
Juurela	68		L
Kalke	68		L
Kalliokorpi	68		L
Kallström	68		L
Keitaanranta	68		L
Kondratjeff	68		L
Koret	68		L
Koto	68		L
Kuivalahti	68		L
Laakkio	68		L
Lestelin	68		L
Liiman	68		L
Linnavirta	68		L
Lotta	68		L
Lucenius	68		L
Luomansuu	68		L
Löytökorpi	68		L
Mansén	68		L
Markku	68		L
Matinmikko	68		L
Märkälä	68		L
Nio	68		L
Nurmivaara	68		L
Nättilä	68		L
Orreveteläinen	68		L
Ottavainen	68		L
Palkki	68		L
Petäistö	68		L
Petäjäkangas	68		L
Pihkola	68		L
Pikkusaari	68		L
Prest	68		L
Pulsa	68		L
Päivänsalo	68		L
Pälä	68		L
Raikko	68		L
Railio	68		L
Rautionaho	68		L
Rejström	68		L
Ristamäki	68		L
Roti	68		L
Ruoti	68		L
Salola	68		L
Sannholm	68		L
Santapakka	68		L
Sarkala	68		L
Sauvala	68		L
Sievälä	68		L
Siikarla	68		L
Siirala	68		L
Siitarinen	68		L
Siukkola	68		L
Sontag	68		L
Sotamaa	68		L
Sunabacka	68		L
Suoja	68		L
Suopelto	68		L
Suppala	68		L
Sveholm	68		L
Svennblad	68		L
Söderdahl	68		L
Timberg	68		L
Tolvi	68		L
Tomppo	68		L
Tonder	68		L
Udelius	68		L
Varvas	68		L
Veittikoski	68		L
Virman	68		L
von Weissenberg	68		L
Vuorimäki	68		L
Vähähyyppä	68		L
Ylimäinen	68		L
Ylä-Kotola	68		L
Aakkula	67		L
Aila	67		L
Ala-Honkola	67		L
Alalahti	67		L
Alaoutinen	67		L
Ansaharju	67		L
Anto	67		L
Anunti	67		L
Arho	67		L
Aulakoski	67		L
Bhandari	67		L
Bjon	67		L
Charpentier	67		L
Chydenius	67		L
Doan	67		L
Edelmann	67		L
Eno	67		L
Ernvall	67		L
Hahka	67		L
Haji	67		L
Hauhtonen	67		L
Hautoniemi	67		L
Heerman	67		L
Hein	67		L
Heinä	67		L
Hermonen	67		L
Heselius	67		L
Hossaini	67		L
Hughes	67		L
Hupanen	67		L
Ingelin	67		L
Jahnukainen	67		L
Jansen	67		L
Joas	67		L
Justander	67		L
Jänisoja	67		L
Järvikuona	67		L
Kalliokuusi	67		L
Kankaristo	67		L
Kaste	67		L
Kaukoniemi	67		L
Kaunela	67		L
Kellokangas	67		L
Keski-Saari	67		L
Klein	67		L
Kontiokari	67		L
Konttori	67		L
Koriseva	67		L
Korkeasalo	67		L
Korko	67		L
Kung	67		L
Lahdenpää	67		L
Lahtivuori	67		L
Lapinleimu	67		L
Larm	67		L
Levaniemi	67		L
Liekola	67		L
Ma	67		L
Mahanen	67		L
Malik	67		L
Mantovaara	67		L
Markkila	67		L
Maskulin	67		L
Metsävuori	67		L
Morottaja	67		L
Morri	67		L
Mustamo	67		L
Narkiniemi	67		L
Niittyniemi	67		L
Nivukoski	67		L
Nummijoki	67		L
Näppilä	67		L
Närhinen	67		L
Närväinen	67		L
Näyhä	67		L
Ojasalo	67		L
Pajuranta	67		L
Palokoski	67		L
Papinsaari	67		L
Periaho	67		L
Perälahti	67		L
Plaketti	67		L
Plosila	67		L
Plym	67		L
Poijula	67		L
Puotila	67		L
Puronen	67		L
Ristseppä	67		L
Robertsson	67		L
Salolahti	67		L
Satuli	67		L
Saulamaa	67		L
Sedig	67		L
Sharifi	67		L
Sibelius	67		L
Sipovaara	67		L
Sireni	67		L
Skytte	67		L
Sommarberg	67		L
Soukkala	67		L
Stick	67		L
Sumén	67		L
Takaneva	67		L
Talikainen	67		L
Teppana	67		L
Tohni	67		L
Truong	67		L
Turto	67		L
Tyybäkinoja	67		L
Työppönen	67		L
Uhlgren	67		L
Vaaranen	67		L
Vahlman	67		L
Valkeisenmäki	67		L
Varpio	67		L
Weijo	67		L
Westling	67		L
Vokkolainen	67		L
Vuolio	67		L
Wäre	67		L
Yli-Karjanmaa	67		L
Ahtee	66		L
Airasmaa	66		L
Almqvist	66		L
Aschan	66		L
Eklöv	66		L
Furuholm	66		L
Haasanen	66		L
Hahtola	66		L
Harviainen	66		L
Heinimaa	66		L
Helenelund	66		L
Helvilä	66		L
Hietasaari	66		L
Hinttala	66		L
Holi	66		L
Huhtamo	66		L
Hupponen	66		L
Hurttila	66		L
Hållfast	66		L
Härkki	66		L
Iisalo	66		L
Ijas	66		L
Isoluoma	66		L
Jelonen	66		L
Joskitt	66		L
Juote	66		L
Kaakkomäki	66		L
Kierikka	66		L
Korkki	66		L
Kortemaa	66		L
Koskiahde	66		L
Krokberg	66		L
Kärpijoki	66		L
Lapila	66		L
Leikkola	66		L
Leppimaa	66		L
Liusvaara	66		L
Lösönen	66		L
Malmila	66		L
Marjakaarto	66		L
Massa	66		L
Mokkila	66		L
Myllyluoma	66		L
Myllyvirta	66		L
Mäkijärvi	66		L
Ouni	66		L
Perikangas	66		L
Pilhjerta	66		L
Pilli-Sihvola	66		L
Poikala	66		L
Päivike	66		L
Ranni	66		L
Rauhio	66		L
Rautkoski	66		L
Reikko	66		L
Renqvist	66		L
Riisiö	66		L
Routamaa	66		L
Ruukki	66		L
Ruusulaakso	66		L
Råberg	66		L
Rättäri	66		L
Sakara	66		L
Salow	66		L
Segersvärd	66		L
Siikonen	66		L
Sinikallio	66		L
Snällström	66		L
Stén	66		L
Stenros	66		L
Svenblad	66		L
Tarri	66		L
Teirikangas	66		L
Tuhkasaari	66		L
Tuomilehto	66		L
Tuulas	66		L
Tyystälä	66		L
Ulmala	66		L
Wahlbeck	66		L
Vaurio	66		L
Wennerström	66		L
Vetoniemi	66		L
Vironmäki	66		L
von Essen	66		L
Vuoto	66		L
Vähäniemi	66		L
Yli-Korpela	66		L
Åbonde	66		L
Alakoskela	65		L
Alasentie	65		L
Alaviuhkola	65		L
Antti	65		L
Apo	65		L
Areva	65		L
Arve	65		L
Cooper	65		L
Dianoff	65		L
Ekstam	65		L
Etelävuori	65		L
Frantz	65		L
Fröjd	65		L
Färlin	65		L
Glumerus	65		L
Hersi	65		L
Hoppari	65		L
Husgafvel	65		L
Isto	65		L
Istolainen	65		L
Jokiperä	65		L
Joska	65		L
Jukantupa	65		L
Jyrkilä	65		L
Jäväjä	65		L
Kackur	65		L
Kaijankoski	65		L
Kairala	65		L
Kaiser	65		L
Kalso	65		L
Kandell	65		L
Kankala	65		L
Kannusmäki	65		L
Kastell	65		L
Kauti	65		L
Kauttonen	65		L
Kekolahti	65		L
Kellman	65		L
Ketopaikka	65		L
Kieloaho	65		L
Knihtilä	65		L
Koivuoja	65		L
Koivuviita	65		L
Korpelin	65		L
Korsumäki	65		L
Kotakorpi	65		L
Kyläkoski	65		L
Kytöaho	65		L
Könni	65		L
Laajoki	65		L
Lalla	65		L
Lampenius	65		L
Lassheikki	65		L
Latukka	65		L
Leppisaari	65		L
Liljendahl	65		L
Lindsberg	65		L
Lithovius	65		L
Lujala	65		L
Lybäck	65		L
Majapuro	65		L
Melkas	65		L
Musta	65		L
Mäki-Penttilä	65		L
Niemi-Nikkola	65		L
Nilimaa	65		L
Nortamo	65		L
Pahkamäki	65		L
Palotie	65		L
Parkki	65		L
Piensoho	65		L
Pispala	65		L
Plattonen	65		L
Pohjanlehto	65		L
Raevaara	65		L
Raskinen	65		L
Rautamies	65		L
Repka	65		L
Reunamäki	65		L
Rikman	65		L
Rilla	65		L
Rotinen	65		L
Sandkvist	65		L
Sivil	65		L
Sköld	65		L
Sorila	65		L
Stepanoff	65		L
Suoanttila	65		L
Svala	65		L
Tarkkinen	65		L
Telkki	65		L
Tennberg	65		L
Thitz	65		L
Timo	65		L
Torvasti	65		L
Tsupari	65		L
Tuusjärvi	65		L
Wahlgren	65		L
Wahrman	65		L
Vahtokari	65		L
Vainiotalo	65		L
Vandell	65		L
Widing	65		L
Zhou	65		L
Ajalin	64		L
Ala-Mattinen	64		L
Andtbacka	64		L
Ankelo	64		L
Aspbäck	64		L
Dahlbom	64		L
Enbom	64		L
Erling	64		L
Frejborg	64		L
